temp,humidity,wind,pressure,pm2_5,pm10,co,no2,o3,so2,nh3,aqi
28.08,74,8.75,1013,2.34,10.58,99.17,0.11,48.88,0.11,0.0,1
26.97,69,4.12,1013,1.06,3.52,106.06,1.04,47.76,0.66,0.02,1
26.95,69,4.12,1013,1.04,3.52,105.93,0.9,46.36,0.56,0.03,1
27.03,69,4.12,1013,1.04,3.52,105.93,0.9,46.36,0.56,0.03,1
20.96,77,8.23,1014,8.55,33.51,106.36,0.23,71.78,0.51,0.03,2
18.93,72,6.69,1016,3.67,14.51,104.46,0.88,81.62,0.85,0.0,2
35.81,14,8.36,1008,66.65,280.8,118.74,0.21,35.61,0.08,0.3,5
18.65,82,3.6,1016,35.13,73.55,128.02,0.24,82.47,0.89,0.0,3
18.53,82,3.6,1016,35.13,73.55,128.02,0.24,82.47,0.89,0.0,3
18.3,82,3.6,1016,35.13,73.55,128.02,0.24,82.47,0.89,0.0,3
23.01,88,4.08,1017,0.92,3.24,65.52,0.05,48.2,0.11,0.0,1
20.48,88,0.45,1018,0.93,3.07,65.48,0.04,46.82,0.1,0.0,1
21.43,88,0.45,1018,0.93,3.07,65.48,0.04,46.82,0.1,0.0,1
29.97,79,7.2,1007,11.99,26.66,100.11,0.05,66.82,0.12,0.0,2
18.96,82,1.27,1014,3.89,5.36,94.21,0.53,21.64,0.09,0.28,1
18.73,80,1.65,1014,4.04,6.46,84.67,0.33,29.68,0.18,0.2,1
16.11,93,0.14,1015,2.19,2.88,81.6,0.59,22.56,0.03,0.16,1
22.94,46,4.12,1005,12.2,13.46,152.36,1.43,86.37,1.24,2.61,2
21.13,69,5.66,1014,6.0,21.56,116.1,0.21,94.2,0.66,0.02,2
22.97,46,4.12,1006,10.07,11.24,146.05,1.14,84.15,1.01,1.81,2
24.73,94,2.06,1008,8.06,8.41,351.4,2.99,18.07,0.6,0.23,1
25.51,94,2.06,1008,2.07,2.52,96.32,0.38,9.76,0.07,1.27,1
24.95,94,2.06,1008,8.24,8.56,346.58,1.57,17.26,0.38,0.24,1
18.99,87,3.09,1015,9.88,14.45,173.87,2.59,19.26,0.3,0.36,1
19.97,94,3.09,1015,9.88,14.45,173.87,2.59,19.26,0.3,0.36,1
18.93,96,1.62,1014,2.13,3.47,78.32,0.22,30.34,0.05,0.1,1
24.83,99,2.35,1016,1.29,4.38,65.38,0.07,48.51,0.06,0.0,1
28.32,66,2.36,1016,1.29,4.38,65.38,0.07,48.51,0.06,0.0,1
26.43,83,2.0,1016,1.41,4.54,65.41,0.07,47.45,0.12,0.0,1
34.16,46,4.12,1007,22.1,70.21,173.86,0.6,40.47,0.14,4.9,3
31.74,10,4.96,1008,47.73,110.05,489.67,4.19,37.6,1.81,21.97,4
29.84,12,4.09,1009,37.48,97.44,382.09,4.94,52.11,1.55,28.53,3
27.98,83,5.09,1012,1.0,3.08,89.24,0.07,25.94,0.1,0.16,1
32.34,8,5.93,1008,40.78,80.33,567.94,7.06,39.2,2.43,19.6,3
23.96,95,2.54,1013,4.01,11.12,186.0,1.57,20.27,0.62,1.26,1
33.46,39,8.05,1005,4.22,9.01,117.32,0.16,44.39,5.74,0.54,1
34.08,37,2.61,1004,4.02,10.54,115.22,0.14,47.83,8.4,0.66,1
33.66,39,10.28,1006,6.27,10.81,119.89,0.19,46.41,3.11,0.3,1
10.64,82,2.4,1018,15.2,16.87,171.6,19.06,56.84,1.85,15.06,2
10.7,75,3.09,1019,14.73,16.41,168.43,23.47,56.75,2.17,17.05,2
10.13,80,2.84,1018,17.87,19.75,181.22,24.85,51.38,2.16,18.58,2
6.5,68,1.5,1024,10.62,11.15,137.61,9.65,74.5,2.4,0.98,2
9.27,53,7.72,1021,9.82,12.06,127.96,1.63,104.1,1.64,1.02,3
9.44,55,0.45,1018,0.56,0.6,110.08,0.25,93.78,0.11,0.53,2
15.25,88,0.0,1013,83.19,95.92,967.83,11.5,59.99,4.83,14.56,5
16.88,57,2.54,1013,41.08,48.89,606.57,7.43,66.95,2.93,23.97,3
21.48,70,1.71,1010,76.52,86.24,736.44,8.14,81.48,6.86,20.71,5
17.92,71,5.66,1008,1.46,7.79,61.33,0.03,47.31,0.1,0.0,1
15.11,72,2.57,994,0.96,3.06,66.82,0.44,41.91,0.09,0.02,1
15.63,84,10.8,998,0.5,0.77,65.66,0.42,44.51,0.1,0.06,1
31.99,25,1.54,1003,31.55,117.73,104.53,1.11,86.55,0.93,0.26,4
32.05,25,1.54,1005,35.82,126.29,108.83,1.11,98.85,1.12,0.34,4
32.0,25,1.54,1003,33.64,124.43,104.8,0.79,91.41,0.81,0.28,4
31.57,65,5.14,1007,5.31,9.62,151.38,0.73,56.0,0.66,0.67,1
31.17,65,5.14,1007,4.99,9.41,149.9,0.77,51.26,0.65,0.63,1
31.4,65,5.14,1007,4.99,9.41,149.9,0.77,51.26,0.65,0.63,1
23.28,77,4.12,1010,5.25,15.11,67.82,0.05,44.85,0.4,0.0,1
22.1,83,4.12,1010,5.25,15.11,67.82,0.05,44.85,0.4,0.0,1
14.12,82,1.03,1014,4.96,10.68,69.58,0.57,50.93,1.12,0.0,1
29.9,70,4.63,1013,3.59,10.47,63.13,0.02,51.99,0.09,0.0,1
29.96,70,4.63,1013,3.56,9.91,63.08,0.02,51.88,0.09,0.0,1
29.8,70,4.63,1013,3.33,10.31,63.21,0.02,52.3,0.09,0.0,1
27.57,80,1.5,1010,5.28,22.6,60.76,0.03,32.17,0.21,0.0,2
25.55,75,0.52,1012,1.24,1.61,43.27,0.03,4.75,0.02,0.01,1
31.06,64,2.17,1011,1.44,6.11,60.43,0.02,27.94,1.46,0.0,1
30.89,70,2.57,1011,5.0,8.66,168.61,4.02,32.92,3.44,3.45,1
26.05,100,1.03,1010,22.91,24.32,511.26,7.5,29.51,2.02,41.13,2
31.19,71,2.57,1011,4.63,8.26,146.73,3.45,35.74,3.45,2.36,1
25.99,65,1.03,1006,58.68,74.48,489.82,4.4,98.95,5.87,62.62,4
28.09,78,4.12,1007,16.28,67.19,95.93,0.07,56.78,0.31,0.0,3
26.08,61,4.12,1007,64.13,105.5,464.54,9.57,70.73,2.51,124.01,4
9.23,85,3.09,1019,5.57,6.69,133.18,2.94,49.43,0.61,5.11,1
12.07,76,2.57,1019,11.68,12.45,158.73,5.94,27.32,0.61,3.18,2
9.1,87,1.34,1021,4.55,5.46,124.86,2.47,52.4,0.5,5.94,1
27.69,74,6.17,1015,1.38,6.02,105.82,0.12,45.77,0.17,0.03,1
27.44,76,6.17,1015,1.39,6.03,106.13,0.14,45.86,0.17,0.02,1
26.94,75,6.17,1015,1.33,5.73,106.38,0.14,45.4,0.17,0.02,1
18.31,84,2.41,1016,10.48,27.82,122.21,1.14,99.37,1.12,1.87,2
18.22,82,2.39,1016,9.36,25.96,121.2,0.63,96.16,1.02,0.49,2
18.23,85,2.39,1016,10.48,27.82,122.21,1.14,99.37,1.12,1.87,2
14.97,81,8.75,1005,1.62,4.6,116.41,0.72,105.58,0.56,0.0,3
16.73,59,3.6,1006,0.53,0.9,113.48,1.42,99.84,0.51,0.27,2
15.08,68,2.49,1005,0.61,1.08,116.92,1.43,98.6,0.46,0.38,2
15.23,73,1.54,1013,4.11,14.64,87.87,2.27,28.09,0.35,0.39,1
15.33,77,2.06,1013,4.11,9.32,135.61,2.83,35.44,0.31,0.61,1
14.68,75,1.54,1013,4.18,14.87,89.98,2.6,29.33,0.5,0.4,1
29.55,42,6.17,1008,56.25,196.12,181.44,8.96,104.74,32.86,0.0,4
29.76,42,6.17,1008,57.75,202.26,178.91,7.97,109.55,31.89,0.0,5
30.03,42,5.14,1008,56.33,194.19,179.74,8.3,113.18,31.73,0.0,4
19.81,77,1.54,1019,0.71,2.35,65.61,0.04,44.24,0.08,0.0,1
20.35,71,0.64,1019,0.66,2.19,65.42,0.04,43.03,0.08,0.0,1
22.82,64,3.09,1019,0.84,2.37,65.02,0.03,43.57,0.07,0.0,1
16.61,82,3.6,1014,5.15,6.06,101.36,1.64,36.29,0.08,0.79,1
13.32,95,0.51,1017,2.67,3.61,112.79,2.17,38.38,0.23,1.56,1
11.27,91,2.63,1016,4.67,5.15,108.16,1.97,87.7,0.44,0.24,2
17.85,66,3.13,1014,10.82,11.89,94.17,2.56,30.24,3.28,0.48,2
13.99,100,0.51,1015,6.9,7.26,105.71,1.64,77.21,1.46,0.68,2
18.12,65,2.03,1015,7.14,8.12,87.51,1.77,16.12,1.11,1.04,1
10.38,64,3.14,1022,1.12,1.22,130.27,1.38,89.42,1.5,0.32,2
5.05,56,1.0,1027,0.5,0.91,144.21,2.62,77.05,0.93,0.6,2
7.87,100,1.0,1012,1.75,2.22,111.11,0.52,38.23,0.02,0.37,1
19.71,88,2.06,1014,20.84,35.65,501.59,2.64,6.04,0.32,1.03,2
17.66,89,1.33,1014,12.5,19.7,405.68,3.48,12.92,1.06,4.94,2
14.69,95,0.43,1016,13.91,23.71,411.58,3.98,12.41,0.78,3.93,2
26.0,49,6.62,1006,47.85,174.27,104.41,2.01,124.88,2.53,0.0,4
25.18,34,7.11,1014,28.39,72.63,121.45,3.96,92.46,11.07,0.0,3
28.0,35,2.73,1006,45.5,138.11,117.37,7.25,110.95,32.58,0.0,4
30.59,65,3.82,1011,0.96,3.57,61.79,0.01,21.91,0.07,0.0,1
30.61,64,3.38,1011,0.96,3.74,62.64,0.01,18.33,0.08,0.0,1
30.5,65,4.4,1011,0.86,3.39,63.54,0.01,15.38,0.07,0.0,1
28.0,83,1.54,1009,1.19,3.99,65.82,0.02,24.87,0.08,0.0,1
30.77,7,6.8,1006,16.69,74.8,98.83,0.1,111.1,0.62,0.7,3
30.54,7,7.08,1007,16.24,71.7,99.45,0.09,112.19,0.66,0.68,3
30.64,7,7.0,1007,16.24,71.7,99.45,0.09,112.19,0.66,0.68,3
3.41,69,2.09,1027,0.79,0.87,132.53,1.2,88.47,0.53,0.04,2
5.81,56,1.54,1025,4.53,5.27,137.73,3.03,101.1,1.51,4.47,3
7.93,63,4.49,1025,2.72,3.12,128.66,3.05,105.72,1.71,2.03,3
26.18,93,2.06,1009,2.67,3.16,92.66,0.36,8.87,0.07,1.13,1
26.3,93,2.24,1009,2.67,3.16,92.66,0.36,8.87,0.07,1.13,1
26.37,93,2.24,1009,2.67,3.16,92.66,0.36,8.87,0.07,1.13,1
12.5,81,1.54,1017,9.64,11.4,131.32,5.82,45.8,0.59,5.09,1
11.74,83,0.0,1017,6.04,7.49,109.9,6.61,42.47,0.25,10.45,1
12.33,79,0.91,1017,10.36,12.2,125.38,8.83,55.57,1.29,8.46,2
11.96,79,3.09,1017,3.52,4.86,134.89,6.04,29.35,0.28,15.72,1
13.03,76,5.66,1017,3.62,4.58,129.74,1.97,52.92,0.49,2.91,1
12.02,78,3.09,1018,3.52,4.86,134.89,6.04,29.35,0.28,15.72,1
26.04,78,2.93,1013,6.88,21.5,107.59,0.66,24.57,0.36,0.01,2
23.95,96,0.86,1013,2.48,4.43,126.71,0.7,28.36,0.24,0.7,1
24.11,95,0.51,1013,2.32,4.66,109.1,0.57,26.73,0.23,0.22,1
21.81,86,6.17,1014,6.71,25.02,99.45,0.88,63.35,0.89,0.0,2
23.24,44,7.31,1012,10.96,43.68,120.65,1.44,55.18,0.94,0.76,2
21.78,86,6.17,1014,7.19,25.93,99.36,1.23,67.55,1.14,0.0,2
27.46,81,5.19,1009,1.04,4.63,63.12,0.02,29.6,0.09,0.0,1
20.95,69,1.7,1010,7.02,15.23,153.06,1.71,18.34,0.14,5.36,1
23.21,69,1.19,1010,2.42,9.12,76.72,0.26,20.19,0.02,1.25,1
26.95,89,2.57,1012,1.27,2.24,102.67,1.05,25.95,0.53,0.01,1
26.96,89,2.57,1012,1.25,2.27,100.46,0.59,23.83,0.32,0.01,1
21.86,94,1.83,1011,6.2,9.34,174.61,0.71,5.54,0.05,1.15,1
25.74,70,2.16,1008,7.9,22.75,114.72,0.48,20.06,0.04,1.64,2
19.48,99,1.75,1012,7.57,9.16,177.27,0.28,1.44,0.03,0.07,1
28.02,89,3.68,1011,3.2,12.24,72.91,0.03,34.34,0.15,0.0,1
26.16,82,6.17,1010,14.1,21.32,110.4,0.17,49.06,3.46,0.0,2
26.94,78,6.17,1009,12.97,20.61,110.55,0.23,49.46,3.28,0.0,2
30.81,70,1.54,1006,12.31,18.94,114.97,0.28,59.28,5.16,0.0,2
15.09,54,1.59,1017,9.88,22.68,126.53,2.82,68.88,2.69,11.02,2
20.63,35,0.45,1017,19.68,33.51,184.21,15.43,69.5,5.59,10.21,2
18.13,46,2.22,1017,18.41,42.96,144.52,3.08,107.17,6.5,35.14,3
11.42,75,2.11,1017,4.23,5.75,104.7,3.88,37.21,1.93,1.3,1
7.2,69,2.01,1018,3.9,5.25,98.32,3.58,42.39,2.77,0.91,1
27.16,86,6.71,1014,2.52,9.12,93.9,0.27,45.88,0.28,0.03,1
32.98,9,4.63,1006,14.3,47.63,162.14,1.0,59.27,0.49,4.53,2
31.63,29,1.23,1006,8.95,26.18,110.24,0.37,11.03,0.03,3.82,2
25.84,8,3.61,1008,17.06,58.14,106.79,0.3,61.26,0.16,0.74,3
25.06,94,1.03,1011,0.73,2.53,95.32,0.31,24.89,0.19,0.22,1
23.21,91,1.67,1011,10.87,14.62,206.77,1.98,13.86,0.29,0.88,2
26.35,76,3.41,1010,10.39,12.77,164.34,1.46,16.29,0.15,0.4,2
26.96,73,1.67,1010,12.34,12.99,279.85,3.31,31.08,0.78,6.09,2
26.99,89,2.06,1010,9.93,10.46,243.8,2.4,29.25,0.56,4.21,1
26.97,94,2.06,1010,14.35,15.62,322.89,4.26,27.28,0.9,5.63,2
18.06,77,0.0,1014,12.26,36.08,343.67,3.02,67.68,0.88,40.69,2
20.18,33,2.26,1013,9.42,16.56,102.99,1.04,73.77,1.23,33.59,2
16.93,52,2.83,1014,8.65,19.8,103.14,0.8,86.56,1.16,51.49,2
27.1,64,0.61,1012,6.32,14.66,105.07,1.22,28.55,0.33,0.36,1
25.37,72,2.53,1013,7.59,19.7,102.87,0.92,40.97,0.35,0.28,1
26.47,71,2.52,1013,8.93,22.79,86.3,0.28,54.2,0.27,0.18,2
20.92,52,5.14,1016,13.84,39.98,156.61,4.75,55.83,0.61,8.15,2
23.99,29,7.2,1010,39.25,199.89,113.07,0.22,88.61,0.25,5.16,4
16.97,55,3.09,1015,22.09,124.38,113.18,0.3,95.19,0.14,4.41,4
14.8,100,0.0,1017,31.14,42.67,144.62,2.19,82.39,0.96,0.0,3
21.08,68,3.09,1016,40.6,108.71,160.85,0.77,96.1,0.68,0.0,4
18.88,88,3.09,1017,41.67,70.36,133.47,1.23,92.29,1.16,0.0,3
27.18,54,6.17,1013,2.14,8.67,66.96,0.02,58.65,0.07,0.0,1
16.75,77,3.6,1016,10.6,13.75,119.95,4.73,25.28,0.72,7.61,2
11.8,66,0.8,1017,6.34,7.28,109.68,2.55,65.5,0.82,15.5,2
14.75,71,1.29,1017,17.68,19.08,113.93,2.33,46.76,0.58,4.55,2
26.26,73,2.57,1012,1.23,5.33,99.01,0.59,30.96,0.08,0.44,1
26.15,73,2.87,1012,1.27,5.37,100.12,0.47,29.14,0.06,0.38,1
26.12,73,2.87,1012,1.27,5.37,100.12,0.47,29.14,0.06,0.38,1
20.22,86,4.12,1016,13.39,17.8,242.78,10.04,55.58,6.0,1.91,2
20.27,86,4.12,1018,13.39,17.8,242.78,10.04,55.58,6.0,1.91,2
22.28,79,6.17,1015,30.38,44.53,281.49,10.96,97.46,20.0,0.0,3
23.21,100,2.57,1012,1.12,1.99,66.73,0.28,17.12,0.02,0.05,1
19.97,88,0.61,1011,12.18,17.09,246.7,2.44,7.04,0.12,0.32,2
18.34,92,3.94,1013,0.55,1.02,71.06,0.31,20.04,0.03,0.13,1
12.87,91,0.45,1017,2.34,2.72,110.4,1.16,38.68,0.2,2.56,1
14.14,64,1.88,1018,6.5,7.78,137.11,3.22,55.46,2.28,4.65,1
12.83,87,3.28,1018,9.18,12.91,128.19,0.7,86.54,1.15,0.11,2
18.62,86,0.95,1012,7.06,9.5,216.93,3.68,22.2,0.3,3.62,1
18.25,88,0.63,1011,7.06,9.5,216.93,3.68,22.2,0.3,3.62,1
18.16,90,0.61,1011,5.47,6.83,187.22,2.42,27.53,0.18,3.01,1
15.7,49,3.6,1011,3.53,4.32,156.92,6.92,101.15,2.03,2.02,3
23.08,63,6.17,1013,6.39,18.28,118.48,0.22,103.29,0.77,0.0,3
15.79,48,3.6,1011,4.26,5.56,161.64,6.88,100.46,1.71,1.95,3
12.1,66,6.69,1005,1.09,5.26,67.11,0.29,46.19,0.1,0.33,1
10.35,67,1.79,1012,1.87,6.34,89.92,1.54,52.56,0.5,0.42,1
8.75,66,3.87,1011,1.16,4.75,78.11,0.98,51.1,0.27,0.49,1
23.14,40,4.59,1011,7.62,19.64,122.18,1.85,50.59,0.18,23.37,1
19.84,43,2.48,1012,3.64,7.12,75.29,0.23,84.01,0.44,15.35,2
22.31,35,1.37,1012,7.75,14.27,97.99,1.32,91.42,0.78,31.75,2
26.93,69,2.57,1013,1.49,6.56,104.66,0.42,47.3,0.33,0.04,1
26.78,69,2.57,1013,1.44,6.24,105.08,0.4,46.05,0.32,0.04,1
29.58,65,0.88,1012,3.17,4.04,164.32,2.76,53.15,1.82,1.37,1
29.02,69,6.02,1008,7.81,10.71,195.19,1.61,60.43,0.26,3.2,2
30.81,58,2.7,1012,4.95,6.26,168.97,1.26,32.26,0.17,2.07,1
26.75,61,2.57,1015,0.98,3.41,105.73,0.16,46.9,0.12,0.0,1
27.95,69,5.66,1015,1.09,4.13,105.46,0.16,45.69,0.16,0.01,1
28.01,83,1.34,1009,38.92,46.64,973.48,17.28,14.77,4.34,12.69,3
25.0,75,2.44,1014,46.96,50.32,615.46,8.55,12.24,2.05,5.12,3
23.99,94,1.54,1014,47.12,51.73,475.15,6.08,53.06,3.72,5.37,3
28.1,74,4.63,1014,8.32,15.0,65.5,0.01,48.94,8.36,0.0,1
30.51,76,4.95,1012,1.26,3.67,63.37,0.01,28.29,0.02,0.0,1
12.44,89,1.03,1016,4.38,4.83,98.16,1.41,38.2,0.25,1.34,1
12.8,95,1.42,1016,3.51,3.94,108.7,2.07,35.68,0.36,1.26,1
12.26,90,0.11,1016,4.39,4.87,103.02,2.01,49.58,0.3,1.37,1
20.01,32,4.14,1012,34.94,76.08,107.03,3.21,57.04,7.88,10.55,3
29.15,76,8.04,1007,13.15,47.78,90.74,0.84,62.59,1.14,0.0,2
23.19,71,0.68,1011,16.48,51.72,97.82,2.12,71.42,3.9,0.0,3
23.89,94,2.06,1013,1.07,2.71,64.51,0.05,31.91,0.05,0.01,1
23.84,94,2.06,1013,1.07,2.71,64.51,0.05,31.91,0.05,0.01,1
23.76,94,2.06,1013,1.07,2.71,64.51,0.05,31.91,0.05,0.01,1
2.94,87,0.0,1018,10.93,14.91,222.01,8.98,24.37,2.26,2.35,2
12.52,86,2.57,1013,0.65,1.41,66.03,0.12,62.25,0.11,0.0,2
18.63,78,1.51,1015,5.67,9.16,161.85,3.97,43.79,1.77,0.71,1
16.93,58,1.94,1015,3.28,4.53,85.43,0.86,30.33,0.32,0.34,1
20.17,67,1.64,1013,6.85,12.5,240.17,1.4,21.52,0.71,0.73,1
19.14,67,1.75,1013,5.51,8.86,154.46,0.94,21.92,0.42,0.47,1
17.68,84,2.35,1016,12.62,15.78,167.55,2.28,26.89,0.73,0.53,2
11.21,44,1.85,1017,5.64,7.62,112.12,1.98,25.9,0.27,0.11,1
16.88,75,1.95,1016,9.12,11.29,117.88,1.41,32.43,0.57,0.44,1
10.03,88,1.34,1012,5.17,7.08,112.54,5.32,54.06,0.27,36.92,1
10.25,88,1.34,1012,5.17,7.08,112.54,5.32,54.06,0.27,36.92,1
28.84,53,3.75,1007,31.09,104.91,125.88,1.67,102.54,0.47,0.14,4
30.02,48,3.09,1008,34.3,137.37,123.91,1.1,106.73,0.62,0.02,4
29.0,54,4.63,1007,30.72,100.02,128.02,2.44,101.73,0.77,0.4,4
19.5,38,0.97,1011,9.2,18.14,283.83,2.83,49.02,0.13,3.78,1
16.73,66,6.75,1014,31.96,171.03,109.34,0.25,89.12,0.15,1.37,4
23.38,46,9.95,1013,17.52,57.95,102.07,0.64,66.84,0.09,1.03,3
25.66,78,5.66,1015,1.14,4.39,101.91,0.61,54.53,0.49,0.05,1
12.51,88,1.03,1017,6.91,11.39,113.2,2.02,105.98,1.58,1.1,3
13.23,87,1.47,1017,7.27,12.44,116.75,3.77,102.11,2.45,0.49,3
15.04,85,2.16,1017,6.55,11.09,116.89,2.08,106.21,1.76,0.11,3
12.09,54,1.54,1019,2.13,2.72,102.25,2.57,72.33,0.74,34.7,2
5.84,75,0.51,1021,2.09,2.96,97.73,2.68,49.67,0.51,68.97,1
7.74,72,1.53,1021,1.79,2.34,100.65,2.97,60.79,0.49,39.17,2
25.0,88,3.6,1013,7.84,25.47,66.8,0.04,40.9,0.22,0.0,2
13.71,68,1.51,1017,20.83,95.93,64.47,0.24,31.88,0.08,0.06,3
17.89,82,1.54,1016,5.55,9.56,83.5,0.96,30.42,0.08,0.24,1
10.61,75,3.09,1020,1.09,2.32,66.87,0.27,48.54,0.04,0.42,1
9.83,44,2.41,1026,0.81,3.57,86.51,1.89,42.8,0.04,0.64,1
10.01,73,3.6,1024,1.14,4.03,77.21,0.58,45.67,0.06,0.34,1
10.86,70,1.03,1017,5.3,6.35,139.58,7.66,31.34,0.59,12.28,1
9.93,99,0.51,1017,4.78,7.07,120.57,6.86,41.1,0.52,13.71,1
10.05,74,4.12,1017,4.41,4.88,117.89,4.87,47.38,0.12,15.07,1
15.65,74,3.09,1028,1.59,3.01,70.68,1.62,24.26,0.4,0.17,1
13.63,91,1.7,1030,0.91,3.49,68.61,0.13,62.26,0.11,0.0,2
19.24,69,5.14,1026,2.29,3.54,56.51,0.44,20.34,0.16,0.05,1
27.97,69,10.8,1009,2.63,10.64,110.05,1.39,53.55,1.54,0.17,1
27.83,75,10.8,1009,2.63,10.64,110.05,1.39,53.55,1.54,0.17,1
27.89,69,10.8,1009,2.63,10.64,110.05,1.39,53.55,1.54,0.17,1
19.03,55,2.06,1017,3.44,6.17,131.5,1.28,62.15,0.18,2.39,2
16.77,55,3.86,1017,3.37,7.21,130.46,2.45,46.67,0.11,4.85,1
12.48,82,2.06,1019,2.43,2.97,92.73,1.19,57.29,0.04,8.94,1
8.95,93,0.0,1018,7.18,9.64,112.76,1.75,71.04,0.56,2.32,2
9.74,87,0.51,1016,4.73,6.08,117.69,3.7,68.32,0.6,13.43,2
11.04,93,1.32,1018,5.99,7.62,114.87,3.21,51.73,0.46,3.17,1
27.27,74,5.14,1014,1.61,8.58,95.01,0.04,48.81,0.09,0.01,1
24.99,78,2.57,1008,72.66,83.78,589.02,12.69,18.75,2.29,10.63,4
27.91,78,0.0,1008,44.26,49.78,236.0,0.31,101.37,0.94,1.17,3
25.0,78,2.57,1008,76.45,88.83,632.89,14.48,19.14,2.77,12.94,5
12.25,72,2.57,1016,6.75,7.53,126.03,3.02,83.42,0.76,13.49,2
12.08,74,2.06,1016,13.76,14.99,142.23,6.48,88.08,1.71,15.79,2
10.82,78,2.89,1016,11.13,12.23,143.71,5.9,88.89,1.47,14.48,2
33.06,52,4.12,1009,4.62,9.48,167.56,1.41,23.43,0.14,6.35,1
29.25,58,1.54,1012,4.34,5.7,158.84,1.56,13.15,0.11,1.71,1
33.56,36,3.96,1010,4.55,8.08,170.32,0.94,23.71,0.18,5.25,1
11.83,94,2.57,1017,3.32,3.7,99.87,1.33,41.72,0.46,2.2,1
14.11,100,2.06,1015,10.59,12.57,110.48,1.34,72.31,0.35,9.14,2
14.87,96,1.79,1014,4.25,4.69,100.27,1.93,24.8,0.1,0.9,1
27.98,54,5.66,1010,30.16,131.49,133.76,7.46,109.53,19.38,0.0,4
27.97,54,5.66,1010,31.66,142.43,130.0,6.87,110.54,17.53,0.0,4
27.79,40,5.83,1010,34.03,152.2,133.46,7.69,107.88,21.68,0.0,4
21.95,93,1.58,1014,3.78,4.86,121.86,0.74,14.01,0.12,0.88,1
16.48,92,1.39,1014,6.82,8.4,180.07,1.44,34.43,0.32,4.65,1
15.11,96,1.67,1014,7.69,11.63,296.55,3.21,22.24,0.61,7.18,1
27.46,86,4.5,1013,0.64,1.56,73.86,0.09,32.03,0.05,0.03,1
26.78,88,3.54,1013,0.56,1.47,70.95,0.08,32.93,0.05,0.03,1
26.51,89,2.85,1013,0.53,1.41,72.87,0.08,32.4,0.05,0.04,1
26.03,94,0.51,1009,0.6,0.66,73.31,0.29,2.76,0.07,1.53,1
25.99,94,0.51,1009,0.6,0.66,73.31,0.29,2.76,0.07,1.53,1
26.0,94,0.51,1009,0.55,0.58,66.83,0.17,2.09,0.04,0.84,1
10.99,66,4.63,1015,0.57,1.31,44.27,0.46,54.26,0.12,0.05,1
15.01,88,8.23,1021,1.34,2.84,67.08,0.14,41.92,0.03,0.11,1
19.84,40,5.14,1012,0.56,0.81,52.33,0.91,43.93,0.19,0.22,1
21.21,90,5.66,1018,1.6,2.27,96.38,1.51,33.86,0.11,0.04,1
25.96,73,1.54,1013,15.28,32.0,104.23,0.94,73.84,0.59,0.09,2
21.44,68,2.06,1020,2.68,3.73,109.62,6.72,27.46,0.62,0.64,1
28.99,65,5.66,1014,1.98,7.35,89.0,0.07,43.67,0.13,0.0,1
27.96,74,4.63,1014,1.02,3.37,92.35,0.18,47.84,0.17,0.0,1
27.97,74,4.63,1014,1.02,3.37,92.35,0.18,47.84,0.17,0.0,1
5.5,93,1.46,1019,53.78,64.61,926.28,18.36,4.98,1.33,12.39,4
21.43,71,3.1,1011,101.5,114.33,1013.66,22.36,20.24,3.12,66.65,5
16.23,84,2.29,1014,81.59,92.72,1085.05,17.7,4.38,1.25,15.69,5
14.79,49,2.6,1013,2.9,5.0,79.78,1.72,45.59,0.78,0.06,1
16.23,30,2.66,1015,7.43,8.74,75.72,0.58,36.73,0.31,0.03,1
14.79,48,2.53,1013,2.9,5.0,79.78,1.72,45.59,0.78,0.06,1
5.41,94,3.25,1017,0.51,0.58,123.7,0.88,82.15,0.4,2.87,2
9.99,93,1.0,1018,1.04,1.21,119.17,1.1,55.97,0.64,3.64,1
5.63,94,3.56,1018,0.57,1.12,125.24,1.9,60.04,0.23,6.2,2
30.01,1,3.6,1007,4.75,11.86,121.36,0.21,37.63,0.16,0.38,1
28.64,84,7.97,1008,3.81,11.97,118.11,0.2,34.69,0.15,0.28,1
30.76,62,5.47,1008,2.65,8.29,112.29,0.22,35.47,0.18,0.4,1
12.28,80,7.2,1002,5.55,5.68,152.51,5.58,101.53,1.63,1.54,3
12.9,66,9.26,1006,2.99,3.01,145.58,1.67,95.5,0.13,0.14,2
18.45,39,0.45,1014,0.57,0.62,97.78,0.12,92.85,0.03,0.55,2
26.2,83,2.06,1012,4.18,5.54,133.74,0.51,10.94,0.07,0.16,1
19.38,67,1.55,1014,4.58,5.54,96.3,0.35,14.17,0.14,0.04,1
21.92,91,0.92,1011,1.78,2.08,91.8,0.14,10.28,0.02,0.03,1
25.1,94,1.03,1011,0.65,0.75,82.31,0.04,1.71,0.0,0.05,1
24.96,94,1.03,1011,0.65,0.75,82.31,0.04,1.71,0.0,0.05,1
24.72,94,1.03,1011,0.7,0.81,82.82,0.06,1.77,0.01,0.08,1
26.2,83,2.06,1012,4.18,5.54,133.74,0.51,10.94,0.07,0.16,1
24.55,95,2.39,1013,6.53,21.29,75.91,0.15,36.87,0.12,0.0,2
22.58,98,1.36,1013,7.59,19.69,104.94,1.06,28.54,0.26,0.23,1
12.53,72,1.54,1012,1.67,1.83,111.96,1.26,60.26,0.08,4.61,2
